STEMMING,tokenized_sents,polarity_score,polarity
bantah nyata mujahid ppp jatim tuju hibah hapus dpw ppp jawa timur dukung bentuk program bijak pemprov jatim entas miskin https t co llcbiblmzm politikpemerintahan habissalimquraisy via beritajatimcom,"['bantah', 'nyata', 'mujahid', 'ppp', 'jatim', 'tuju', 'hibah', 'hapus', 'dpw', 'ppp', 'jawa', 'timur', 'dukung', 'bentuk', 'program', 'bijak', 'pemprov', 'jatim', 'entas', 'miskin', 'https', 't', 'co', 'llcbiblmzm', 'politikpemerintahan', 'habissalimquraisy', 'via', 'beritajatimcom']",1,1
pasuruannewsupdate perintah kabupaten pasuruan dukung penuh perintah provinsi jawa timur upaya tanggulang miskin https t co euhuehyqkl https t co l5bwl5aol0,"['pasuruannewsupdate', 'perintah', 'kabupaten', 'pasuruan', 'dukung', 'penuh', 'perintah', 'provinsi', 'jawa', 'timur', 'upaya', 'tanggulang', 'miskin', 'https', 't', 'co', 'euhuehyqkl', 'https', 't', 'co', 'l5bwl5aol0']",-2,-1
kerja kerja kolaboratif hasil raih pemprov jawa timur kerangka kerja good governance catat bps periode maret 2021 maret 2022 provinsi jatim alami turun miskin 391 400 jiwa https t co wh5d1u94nu,"['kerja', 'kerja', 'kolaboratif', 'hasil', 'raih', 'pemprov', 'jawa', 'timur', 'kerangka', 'kerja', 'good', 'governance', 'catat', 'bps', 'periode', 'maret', '2021', 'maret', '2022', 'provinsi', 'jatim', 'alami', 'turun', 'miskin', '391', '400', 'jiwa', 'https', 't', 'co', 'wh5d1u94nu']",0,0
semenjak februari 2019 provinsi jawa timur hasil 198 harga turun angka miskin indonesia https t co ou47jzcsh9,"['semenjak', 'februari', '2019', 'provinsi', 'jawa', 'timur', 'hasil', '198', 'harga', 'turun', 'angka', 'miskin', 'indonesia', 'https', 't', 'co', 'ou47jzcsh9']",-1,-1
miskin desa jawa timur turun kota tingkat https t co eq6yrv5scl,"['miskin', 'desa', 'jawa', 'timur', 'turun', 'kota', 'tingkat', 'https', 't', 'co', 'eq6yrv5scl']",-7,-1
wagub emil miskin kota jatim miskin desa turun surabaya https t co ksziggp1k3 angka miskin desa provinsi jawa timur maret 2023 turun banding https t co llyhaodwrb politikpemerintahan emilelestiantodardak via beritajatimcom,"['wagub', 'emil', 'miskin', 'kota', 'jatim', 'miskin', 'desa', 'turun', 'surabaya', 'https', 't', 'co', 'ksziggp1k3', 'angka', 'miskin', 'desa', 'provinsi', 'jawa', 'timur', 'maret', '2023', 'turun', 'banding', 'https', 't', 'co', 'llyhaodwrb', 'politikpemerintahan', 'emilelestiantodardak', 'via', 'beritajatimcom']",-20,-1
malinau daerah tuntas miskin ekstrem kabupaten tulungagung jawa timur sukses turun 0 2022 persen 0 94 2021 sesuai target presiden jokowi 2024 miskin ekstrem tuntas 0 kemenkopmk,"['malinau', 'daerah', 'tuntas', 'miskin', 'ekstrem', 'kabupaten', 'tulungagung', 'jawa', 'timur', 'sukses', 'turun', '0', '2022', 'persen', '0', '94', '2021', 'sesuai', 'target', 'presiden', 'jokowi', '2024', 'miskin', 'ekstrem', 'tuntas', '0', 'kemenkopmk']",-5,-1
angka miskin desa jawa timur turun berkat upaya cepat salur dana desa bangun ekonomi masyarakat desa https t co z24yx3asvs,"['angka', 'miskin', 'desa', 'jawa', 'timur', 'turun', 'berkat', 'upaya', 'cepat', 'salur', 'dana', 'desa', 'bangun', 'ekonomi', 'masyarakat', 'desa', 'https', 't', 'co', 'z24yx3asvs']",-5,-1
said anggota fraksi pdip jatim fokus kurang angka miskin dpd pdip jawa timur gelar giat bimbing teknis bimtek anggota fraksi tingkat provinsi kabupaten kota https t co mzmqn6e7u1 politikpemerintahan mhsaidabdullah via beritajatimcom,"['said', 'anggota', 'fraksi', 'pdip', 'jatim', 'fokus', 'kurang', 'angka', 'miskin', 'dpd', 'pdip', 'jawa', 'timur', 'gelar', 'giat', 'bimbing', 'teknis', 'bimtek', 'anggota', 'fraksi', 'tingkat', 'provinsi', 'kabupaten', 'kota', 'https', 't', 'co', 'mzmqn6e7u1', 'politikpemerintahan', 'mhsaidabdullah', 'via', 'beritajatimcom']",-11,-1
angka miskin turun kota madiun rendah empat jawa timur https t co b4vjd0taov,"['angka', 'miskin', 'turun', 'kota', 'madiun', 'rendah', 'empat', 'jawa', 'timur', 'https', 't', 'co', 'b4vjd0taov']",-13,-1
roadshow cepat turun stunting hapus miskin ekstrem kabupaten kota provinsi jawa timur menteri koordinator bidang pmk https t co vew0ksivvk kemiskinanekstrem stunting bkkbn https t co iockzfjwfx,"['roadshow', 'cepat', 'turun', 'stunting', 'hapus', 'miskin', 'ekstrem', 'kabupaten', 'kota', 'provinsi', 'jawa', 'timur', 'menteri', 'koordinator', 'bidang', 'pmk', 'https', 't', 'co', 'vew0ksivvk', 'kemiskinanekstrem', 'stunting', 'bkkbn', 'https', 't', 'co', 'iockzfjwfx']",-13,-1
dandim 0815 mojokerto wakil pgs pasi ter kodim 0815 mojokerto kapten inf nuril mustofa ikut giat roadshow daring menko pmk cepat turun stunting hapus miskin ekstrem kabupaten kota provinsi jawa timur https t co xcyvnp845c,"['dandim', '0815', 'mojokerto', 'wakil', 'pgs', 'pasi', 'ter', 'kodim', '0815', 'mojokerto', 'kapten', 'inf', 'nuril', 'mustofa', 'ikut', 'giat', 'roadshow', 'daring', 'menko', 'pmk', 'cepat', 'turun', 'stunting', 'hapus', 'miskin', 'ekstrem', 'kabupaten', 'kota', 'provinsi', 'jawa', 'timur', 'https', 't', 'co', 'xcyvnp845c']",-18,-1
bappelitbangda undang kepala opd ikut roadshow daring menko pmk kait cepat turun stunting hapus miskin ekstrem kabupaten kota provinsi jawa timur https t co 6kipf1dant,"['bappelitbangda', 'undang', 'kepala', 'opd', 'ikut', 'roadshow', 'daring', 'menko', 'pmk', 'kait', 'cepat', 'turun', 'stunting', 'hapus', 'miskin', 'ekstrem', 'kabupaten', 'kota', 'provinsi', 'jawa', 'timur', 'https', 't', 'co', '6kipf1dant']",-15,-1
angka miskin kota surabaya jawa timur turun pimpin wali kota wakil wali kota eri cahyadi armuji https t co pqiw4urmqb,"['angka', 'miskin', 'kota', 'surabaya', 'jawa', 'timur', 'turun', 'pimpin', 'wali', 'kota', 'wakil', 'wali', 'kota', 'eri', 'cahyadi', 'armuji', 'https', 't', 'co', 'pqiw4urmqb']",-10,-1
fauzi tekan angka miskin bawa masyarakat sumenep sejahtera direktur arci baihaki siradj hasil bupati sumenep achmad fauzi achmadfauzi wy calon potensial dalam pilkada jawa timur https t co dpgmuf9kqn https t co vlrnvfvxbg,"['fauzi', 'tekan', 'angka', 'miskin', 'bawa', 'masyarakat', 'sumenep', 'sejahtera', 'direktur', 'arci', 'baihaki', 'siradj', 'hasil', 'bupati', 'sumenep', 'achmad', 'fauzi', 'achmadfauzi', 'wy', 'calon', 'potensial', 'dalam', 'pilkada', 'jawa', 'timur', 'https', 't', 'co', 'dpgmuf9kqn', 'https', 't', 'co', 'vlrnvfvxbg']",0,0
3 unit rumah tinggal layak huni rtlh pacitan jawa timur untuk masyarakat prasejahtera kawasan up pacitan program hasil sinergi pt pln np perintah kabupaten pacitan usaha entas miskin,"['3', 'unit', 'rumah', 'tinggal', 'layak', 'huni', 'rtlh', 'pacitan', 'jawa', 'timur', 'untuk', 'masyarakat', 'prasejahtera', 'kawasan', 'up', 'pacitan', 'program', 'hasil', 'sinergi', 'pt', 'pln', 'np', 'perintah', 'kabupaten', 'pacitan', 'usaha', 'entas', 'miskin']",-16,-1
gubernur jawa ganjar pranowo adaptasi teknologi instalasi panen air hujan gagas keluarga alumni universitas gadjah mada ugm kalimantan timur kaltim atas miskin jateng agnes cs misterius bca like crazy https t co ue1xvilfnf,"['gubernur', 'jawa', 'ganjar', 'pranowo', 'adaptasi', 'teknologi', 'instalasi', 'panen', 'air', 'hujan', 'gagas', 'keluarga', 'alumni', 'universitas', 'gadjah', 'mada', 'ugm', 'kalimantan', 'timur', 'kaltim', 'atas', 'miskin', 'jateng', 'agnes', 'cs', 'misterius', 'bca', 'like', 'crazy', 'https', 't', 'co', 'ue1xvilfnf']",-6,-1
ch chotimah2 ganjarpranowo aniesbaswedan data badan pusat statistik bps catat diy provinsi miskin jawa 2022 posisi diy ikut jawa yang angka miskin 10 98 persen jawa timur 10 49 persen telah jawa barat dengan angka miskin 7 98 banten 6 24 dki jakarta 4 61 persen,"['ch', 'chotimah2', 'ganjarpranowo', 'aniesbaswedan', 'data', 'badan', 'pusat', 'statistik', 'bps', 'catat', 'diy', 'provinsi', 'miskin', 'jawa', '2022', 'posisi', 'diy', 'ikut', 'jawa', 'yang', 'angka', 'miskin', '10', '98', 'persen', 'jawa', 'timur', '10', '49', 'persen', 'telah', 'jawa', 'barat', 'dengan', 'angka', 'miskin', '7', '98', 'banten', '6', '24', 'dki', 'jakarta', '4', '61', 'persen']",-19,-1
bedindegila karsono12732862 mayapada0812 ntar yaa pangarekaptogel wawan 74 kasmaranwahyu yantireinke kupret93840851 hoax bukan dady tri pahamya okesip alamtimur3 uwohme albiderforu nembenetes lonenydragon katyushadwinova tel lek wrahardian2 heryidris5 winoto ali afridu6 suryasena53 tabascopepsauce furqonjimmy k7 m0en moh aak ranggadly anwarbohebo panjianom102 jebenk63285910 ibexibexbelin seti4wone rizamsyafiq sayid machmoed ahlulqohwah jkopriyo tan mar3m bumi01puser d ku87 b3n1n9 17 jawhariaria dy4h ko3 uwa aji es bonbon27 perbachatan malakmalakmal uas ustadabdulsomad la iya data bank dunia persen miskin indonesia versi bank dunia dki jateng jawa timur dan lain,"['bedindegila', 'karsono12732862', 'mayapada0812', 'ntar', 'yaa', 'pangarekaptogel', 'wawan', '74', 'kasmaranwahyu', 'yantireinke', 'kupret93840851', 'hoax', 'bukan', 'dady', 'tri', 'pahamya', 'okesip', 'alamtimur3', 'uwohme', 'albiderforu', 'nembenetes', 'lonenydragon', 'katyushadwinova', 'tel', 'lek', 'wrahardian2', 'heryidris5', 'winoto', 'ali', 'afridu6', 'suryasena53', 'tabascopepsauce', 'furqonjimmy', 'k7', 'm0en', 'moh', 'aak', 'ranggadly', 'anwarbohebo', 'panjianom102', 'jebenk63285910', 'ibexibexbelin', 'seti4wone', 'rizamsyafiq', 'sayid', 'machmoed', 'ahlulqohwah', 'jkopriyo', 'tan', 'mar3m', 'bumi01puser', 'd', 'ku87', 'b3n1n9', '17', 'jawhariaria', 'dy4h', 'ko3', 'uwa', 'aji', 'es', 'bonbon27', 'perbachatan', 'malakmalakmal', 'uas', 'ustadabdulsomad', 'la', 'iya', 'data', 'bank', 'dunia', 'persen', 'miskin', 'indonesia', 'versi', 'bank', 'dunia', 'dki', 'jateng', 'jawa', 'timur', 'dan', 'lain']",-17,-1
seperti yang pemda jawa timur pemda tekan angka miskin demigenerasiberikutnya dengan serap tenaga kerja keluarga miskin shg beli butuh untuk hidup hari https t co esah8atxpk,"['seperti', 'yang', 'pemda', 'jawa', 'timur', 'pemda', 'tekan', 'angka', 'miskin', 'demigenerasiberikutnya', 'dengan', 'serap', 'tenaga', 'kerja', 'keluarga', 'miskin', 'shg', 'beli', 'butuh', 'untuk', 'hidup', 'hari', 'https', 't', 'co', 'esah8atxpk']",-22,-1
menko pmk sorot miskin ekstrim ngawi capai 12 000 jiwa ngawi https t co ksziggp1k3 ecek tangan stunting desa gempol camat karangjati ngawi jawa timur https t co pxyqewn4wr politikpemerintahan miskin via beritajatimcom,"['menko', 'pmk', 'sorot', 'miskin', 'ekstrim', 'ngawi', 'capai', '12', '000', 'jiwa', 'ngawi', 'https', 't', 'co', 'ksziggp1k3', 'ecek', 'tangan', 'stunting', 'desa', 'gempol', 'camat', 'karangjati', 'ngawi', 'jawa', 'timur', 'https', 't', 'co', 'pxyqewn4wr', 'politikpemerintahan', 'miskin', 'via', 'beritajatimcom']",-10,-1
garap emak bersholawat nilai jitu entas miskin jawa timur https t co kj3xibewwt,"['garap', 'emak', 'bersholawat', 'nilai', 'jitu', 'entas', 'miskin', 'jawa', 'timur', 'https', 't', 'co', 'kj3xibewwt']",0,0
miskin konflik perang rusa lingkung buka muktamar internasional i fikih adab hotel shangri la surabaya jawa timur jatim,"['miskin', 'konflik', 'perang', 'rusa', 'lingkung', 'buka', 'muktamar', 'internasional', 'i', 'fikih', 'adab', 'hotel', 'shangri', 'la', 'surabaya', 'jawa', 'timur', 'jatim']",0,0
jateng jawa insya allah jawa barat jawa timur problem miskin yang ekstrim ganjarpranowo presiden periode 2024 2029 2034 tangan amin yra https t co jqmsrevq6x,"['jateng', 'jawa', 'insya', 'allah', 'jawa', 'barat', 'jawa', 'timur', 'problem', 'miskin', 'yang', 'ekstrim', 'ganjarpranowo', 'presiden', 'periode', '2024', '2029', '2034', 'tangan', 'amin', 'yra', 'https', 't', 'co', 'jqmsrevq6x']",-5,-1
aniesbaswedan pksejahtera nasdem pdemokrat pesan aniesbaswedan diamanhkan presiden 2024 2029 tolong bantu saudara2 tuntas miskin jawa jawa timur jawa barat miskin tinggi indonesia data bps,"['aniesbaswedan', 'pksejahtera', 'nasdem', 'pdemokrat', 'pesan', 'aniesbaswedan', 'diamanhkan', 'presiden', '2024', '2029', 'tolong', 'bantu', 'saudara2', 'tuntas', 'miskin', 'jawa', 'jawa', 'timur', 'jawa', 'barat', 'miskin', 'tinggi', 'indonesia', 'data', 'bps']",-11,-1
fraksi partai gerindra dprd jawa timur pemprov jatim perhati khusus buruh tani tani nelayan guru usaha tanggulang miskin urai miskin sentral desa pinggir hutan pinggir pantai,"['fraksi', 'partai', 'gerindra', 'dprd', 'jawa', 'timur', 'pemprov', 'jatim', 'perhati', 'khusus', 'buruh', 'tani', 'tani', 'nelayan', 'guru', 'usaha', 'tanggulang', 'miskin', 'urai', 'miskin', 'sentral', 'desa', 'pinggir', 'hutan', 'pinggir', 'pantai']",-12,-1
partaiperindo jiwa leadership uji abdi militer wisnoe emban tugas bagus jawa timur lupa visi misi partai perindo entas miskin wujud sejahtera,"['partaiperindo', 'jiwa', 'leadership', 'uji', 'abdi', 'militer', 'wisnoe', 'emban', 'tugas', 'bagus', 'jawa', 'timur', 'lupa', 'visi', 'misi', 'partai', 'perindo', 'entas', 'miskin', 'wujud', 'sejahtera']",-5,-1
diy provinsi kere miskin kawasan pulau jawa data bps ri 2022 angka miskin warga diy 11 september 2022 diy geser posisi jawa timur angka miskin warga umr diy juta,"['diy', 'provinsi', 'kere', 'miskin', 'kawasan', 'pulau', 'jawa', 'data', 'bps', 'ri', '2022', 'angka', 'miskin', 'warga', 'diy', '11', 'september', '2022', 'diy', 'geser', 'posisi', 'jawa', 'timur', 'angka', 'miskin', 'warga', 'umr', 'diy', 'juta']",-20,-1
miskin tinggi september 2022 1 papua 26 80 2 papua barat 21 43 3 ntt 20 23 4 malu 16 23 5 gorontalo 15 51 duduk provinsi duduk miskin nusantara jawa timur 4 236 juta https t co qiikv11yyw,"['miskin', 'tinggi', 'september', '2022', '1', 'papua', '26', '80', '2', 'papua', 'barat', '21', '43', '3', 'ntt', '20', '23', '4', 'malu', '16', '23', '5', 'gorontalo', '15', '51', 'duduk', 'provinsi', 'duduk', 'miskin', 'nusantara', 'jawa', 'timur', '4', '236', 'juta', 'https', 't', 'co', 'qiikv11yyw']",-9,-1
anggota dprd jatim gubernur takut aku naik angka miskin jawa timur lingkarjatim https t co rr8abscgce https t co i2tedcy02o,"['anggota', 'dprd', 'jatim', 'gubernur', 'takut', 'aku', 'naik', 'angka', 'miskin', 'jawa', 'timur', 'lingkarjatim', 'https', 't', 'co', 'rr8abscgce', 'https', 't', 'co', 'i2tedcy02o']",-9,-1
democrazymedia jawa timur propinsi miskin jadi orang2 tekad tahan miskin jawa timur alangkah indah dunia,"['democrazymedia', 'jawa', 'timur', 'propinsi', 'miskin', 'jadi', 'orang2', 'tekad', 'tahan', 'miskin', 'jawa', 'timur', 'alangkah', 'indah', 'dunia']",-9,-1
infososial mensos risma menkeu kemenkeuri sri mulyani tinjau progres hasil program tangan miskin padu kemensos camat pujon kabupaten malang jawa timur jumat 20 01 menteri tekan https t co c3xuhyuv1t,"['infososial', 'mensos', 'risma', 'menkeu', 'kemenkeuri', 'sri', 'mulyani', 'tinjau', 'progres', 'hasil', 'program', 'tangan', 'miskin', 'padu', 'kemensos', 'camat', 'pujon', 'kabupaten', 'malang', 'jawa', 'timur', 'jumat', '20', '01', 'menteri', 'tekan', 'https', 't', 'co', 'c3xuhyuv1t']",-6,-1
bps catat tingkat miskin indonesia capai 9 57 persen 1 diy 11 49 persen 2 jawa 10 98 persen 3 jawa timur 10 49 persen 4 jawa barat 7 98 persen 5 banten 6 24 persen 6 dki jakarta 4 61 persen source kompas yuk yuk semangat kerja guys https t co jufdb2rggx,"['bps', 'catat', 'tingkat', 'miskin', 'indonesia', 'capai', '9', '57', 'persen', '1', 'diy', '11', '49', 'persen', '2', 'jawa', '10', '98', 'persen', '3', 'jawa', 'timur', '10', '49', 'persen', '4', 'jawa', 'barat', '7', '98', 'persen', '5', 'banten', '6', '24', 'persen', '6', 'dki', 'jakarta', '4', '61', 'persen', 'source', 'kompas', 'yuk', 'yuk', 'semangat', 'kerja', 'guys', 'https', 't', 'co', 'jufdb2rggx']",18,1
live program tangan miskin padu jumat 20 januari 2023 08 00 wib siar langsung kantor camat pujon kabupaten malang jawa timur youtube kemensosri https t co nqehejhys8 https t co ilp3gtekay,"['live', 'program', 'tangan', 'miskin', 'padu', 'jumat', '20', 'januari', '2023', '08', '00', 'wib', 'siar', 'langsung', 'kantor', 'camat', 'pujon', 'kabupaten', 'malang', 'jawa', 'timur', 'youtube', 'kemensosri', 'https', 't', 'co', 'nqehejhys8', 'https', 't', 'co', 'ilp3gtekay']",-1,-1
informasi bps statistics kait angka miskin 3 provinsi pulau jawa periode 2018 2022 provinsi jawa timur turun 0 36 56 000 orang provinsi jawa turun 0 21 10 000 orang provinsi jawa barat 0 74 510 000 orang https t co zm5glxhkpi,"['informasi', 'bps', 'statistics', 'kait', 'angka', 'miskin', '3', 'provinsi', 'pulau', 'jawa', 'periode', '2018', '2022', 'provinsi', 'jawa', 'timur', 'turun', '0', '36', '56', '000', 'orang', 'provinsi', 'jawa', 'turun', '0', '21', '10', '000', 'orang', 'provinsi', 'jawa', 'barat', '0', '74', '510', '000', 'orang', 'https', 't', 'co', 'zm5glxhkpi']",-9,-1
gus raharjo pangestiwerda ridwankamil moga angka miskin atas perintah daerah jawa barat saya susul jawa timur jawa,"['gus', 'raharjo', 'pangestiwerda', 'ridwankamil', 'moga', 'angka', 'miskin', 'atas', 'perintah', 'daerah', 'jawa', 'barat', 'saya', 'susul', 'jawa', 'timur', 'jawa']",-11,-1
nih gampang baca yang banding jawa timur jawa amp jawa barat periode 2018 2022 netijen budiman makasih ya sudah bantu kemarin simpul jeni dasar data bps bawah miskin jabar duh jadi bayang duit 1t https t co iszsch1zxr,"['nih', 'gampang', 'baca', 'yang', 'banding', 'jawa', 'timur', 'jawa', 'amp', 'jawa', 'barat', 'periode', '2018', '2022', 'netijen', 'budiman', 'makasih', 'ya', 'sudah', 'bantu', 'kemarin', 'simpul', 'jeni', 'dasar', 'data', 'bps', 'bawah', 'miskin', 'jabar', 'duh', 'jadi', 'bayang', 'duit', '1t', 'https', 't', 'co', 'iszsch1zxr']",1,1
